"","cell_ID","cell_types"
"c_1_64_1740","c_1_64_1740","Acinar.2"
"c_1_64_2843","c_1_64_2843","Acinar.1"
"c_1_65_1032","c_1_65_1032","Acinar.2"
"c_1_65_117","c_1_65_117","Acinar.1"
"c_1_65_1414","c_1_65_1414","Ductal"
"c_1_65_2199","c_1_65_2199","Ductal"
"c_1_65_2297","c_1_65_2297","Acinar.1"
"c_1_65_2434","c_1_65_2434","Acinar.1"
"c_1_65_2658","c_1_65_2658","Acinar.1"
"c_1_65_880","c_1_65_880","Acinar.1"
"c_1_65_905","c_1_65_905","Acinar.1"
"c_1_66_241","c_1_66_241","Acinar.1"
"c_1_66_2530","c_1_66_2530","Ductal"
"c_1_66_653","c_1_66_653","Acinar.1"
"c_1_66_663","c_1_66_663","Ductal"
"c_1_66_774","c_1_66_774","Acinar.1"
"c_1_67_1288","c_1_67_1288","Ductal"
"c_1_67_1393","c_1_67_1393","Ductal"
"c_1_67_150","c_1_67_150","Ductal"
"c_1_67_1798","c_1_67_1798","Quiescent stellate"
"c_1_67_2417","c_1_67_2417","Macrophage"
"c_1_67_924","c_1_67_924","Acinar.1"
"c_1_68_1657","c_1_68_1657","Acinar.1"
"c_1_68_2398","c_1_68_2398","Acinar.1"
"c_1_68_2503","c_1_68_2503","Acinar.1"
"c_1_51_1152","c_1_51_1152","Quiescent stellate"
"c_1_51_1213","c_1_51_1213","Acinar.1"
"c_1_51_1536","c_1_51_1536","Ductal"
"c_1_51_1931","c_1_51_1931","Acinar.1"
"c_1_51_2109","c_1_51_2109","Acinar.1"
"c_1_51_250","c_1_51_250","Acinar.1"
"c_1_51_33","c_1_51_33","Macrophage"
"c_1_52_106","c_1_52_106","Active stellate"
"c_1_52_111","c_1_52_111","Acinar.1"
"c_1_52_119","c_1_52_119","Active stellate"
"c_1_52_1644","c_1_52_1644","Ductal"
"c_1_52_1676","c_1_52_1676","Ductal"
"c_1_52_2659","c_1_52_2659","Acinar.1"
"c_1_52_570","c_1_52_570","Ductal"
"c_1_53_1125","c_1_53_1125","Acinar.1"
"c_1_53_1476","c_1_53_1476","Acinar.1"
"c_1_53_189","c_1_53_189","Acinar.1"
"c_1_53_2059","c_1_53_2059","Quiescent stellate"
"c_1_53_2211","c_1_53_2211","Acinar.1"
"c_1_53_2671","c_1_53_2671","Delta cells"
"c_1_53_50","c_1_53_50","Acinar.1"
"c_1_53_645","c_1_53_645","Acinar.1"
"c_1_53_99","c_1_53_99","Ductal"
"c_1_54_110","c_1_54_110","Ductal"
"c_1_54_1261","c_1_54_1261","Acinar.1"
"c_1_54_2019","c_1_54_2019","Acinar.1"
"c_1_54_834","c_1_54_834","Acinar.1"
"c_1_55_1115","c_1_55_1115","Acinar.1"
"c_1_55_2117","c_1_55_2117","Beta cells"
"c_1_55_2162","c_1_55_2162","Acinar.1"
"c_1_55_2274","c_1_55_2274","Alpha cells"
"c_1_55_259","c_1_55_259","Acinar.1"
"c_1_55_2915","c_1_55_2915","Acinar.2"
"c_1_55_529","c_1_55_529","Acinar.1"
"c_1_55_640","c_1_55_640","Acinar.1"
"c_1_55_911","c_1_55_911","Acinar.1"
"c_1_56_1278","c_1_56_1278","Acinar.1"
"c_1_56_1418","c_1_56_1418","Acinar.1"
"c_1_56_1444","c_1_56_1444","Acinar.1"
"c_1_56_2121","c_1_56_2121","Acinar.1"
"c_1_56_2129","c_1_56_2129","Macrophage"
"c_1_56_2170","c_1_56_2170","Acinar.1"
"c_1_56_2547","c_1_56_2547","Acinar.1"
"c_1_56_2805","c_1_56_2805","Acinar.1"
"c_1_56_635","c_1_56_635","Acinar.1"
"c_1_57_1189","c_1_57_1189","Acinar.1"
"c_1_57_1316","c_1_57_1316","Acinar.1"
"c_1_57_1595","c_1_57_1595","Ductal"
"c_1_57_2912","c_1_57_2912","Acinar.1"
"c_1_57_674","c_1_57_674","Acinar.1"
"c_1_58_1453","c_1_58_1453","Acinar.1"
"c_1_58_1830","c_1_58_1830","Acinar.2"
"c_1_58_2039","c_1_58_2039","Acinar.1"
"c_1_58_2147","c_1_58_2147","Ductal"
"c_1_58_56","c_1_58_56","Acinar.1"
"c_1_58_639","c_1_58_639","Acinar.2"
"c_1_59_1032","c_1_59_1032","Active stellate"
"c_1_59_1138","c_1_59_1138","Macrophage"
"c_1_59_132","c_1_59_132","Ductal"
"c_1_59_1429","c_1_59_1429","Ductal"
"c_1_59_1529","c_1_59_1529","Acinar.1"
"c_1_59_1680","c_1_59_1680","Acinar.1"
"c_1_59_2257","c_1_59_2257","Acinar.2"
"c_1_59_2697","c_1_59_2697","Ductal"
"c_1_59_2762","c_1_59_2762","Acinar.2"
"c_1_59_2780","c_1_59_2780","Macrophage"
"c_1_59_683","c_1_59_683","Acinar.1"
"c_1_59_850","c_1_59_850","Acinar.1"
"c_1_60_1396","c_1_60_1396","Ductal"
"c_1_60_479","c_1_60_479","Acinar.1"
"c_1_61_112","c_1_61_112","Ductal"
"c_1_61_1142","c_1_61_1142","Acinar.1"
"c_1_61_1648","c_1_61_1648","Quiescent stellate"
"c_1_61_208","c_1_61_208","Acinar.1"
"c_1_61_2303","c_1_61_2303","Acinar.1"
"c_1_61_554","c_1_61_554","Acinar.1"
"c_1_61_705","c_1_61_705","Acinar.1"
"c_1_61_790","c_1_61_790","Ductal"
"c_1_62_1990","c_1_62_1990","Macrophage"
"c_1_62_2170","c_1_62_2170","Acinar.1"
"c_1_62_2198","c_1_62_2198","Quiescent stellate"
"c_1_62_244","c_1_62_244","Acinar.1"
"c_1_63_184","c_1_63_184","Acinar.1"
"c_1_63_554","c_1_63_554","Ductal"
"c_1_63_646","c_1_63_646","Acinar.1"
"c_1_63_68","c_1_63_68","Ductal"
"c_1_64_1351","c_1_64_1351","Acinar.1"
"c_1_64_2258","c_1_64_2258","Acinar.1"
"c_1_64_818","c_1_64_818","Macrophage"
"c_1_65_2198","c_1_65_2198","Acinar.1"
"c_1_65_2640","c_1_65_2640","Acinar.1"
"c_1_65_455","c_1_65_455","Acinar.1"
"c_1_65_783","c_1_65_783","Acinar.1"
"c_1_65_987","c_1_65_987","Acinar.1"
"c_1_66_123","c_1_66_123","Alpha cells"
"c_1_66_251","c_1_66_251","Acinar.1"
"c_1_66_2634","c_1_66_2634","Acinar.1"
"c_1_66_330","c_1_66_330","Acinar.1"
"c_1_66_451","c_1_66_451","Acinar.1"
"c_1_66_658","c_1_66_658","Acinar.1"
"c_1_67_142","c_1_67_142","Acinar.1"
"c_1_67_1497","c_1_67_1497","Acinar.1"
"c_1_67_1656","c_1_67_1656","Acinar.1"
"c_1_67_2177","c_1_67_2177","Acinar.1"
"c_1_67_2185","c_1_67_2185","Acinar.2"
"c_1_67_2214","c_1_67_2214","Ductal"
"c_1_67_2215","c_1_67_2215","Macrophage"
"c_1_67_762","c_1_67_762","Acinar.1"
"c_1_68_1735","c_1_68_1735","Acinar.1"
"c_1_68_2102","c_1_68_2102","Acinar.1"
"c_1_68_2157","c_1_68_2157","Acinar.1"
"c_1_68_2390","c_1_68_2390","Quiescent stellate"
"c_1_68_818","c_1_68_818","Acinar.1"
"c_1_68_901","c_1_68_901","Quiescent stellate"
"c_1_68_949","c_1_68_949","Acinar.1"
"c_1_68_964","c_1_68_964","Acinar.1"
"c_1_51_1634","c_1_51_1634","Ductal"
"c_1_51_656","c_1_51_656","Acinar.1"
"c_1_52_153","c_1_52_153","Acinar.1"
"c_1_52_1567","c_1_52_1567","Acinar.2"
"c_1_52_1769","c_1_52_1769","Beta cells"
"c_1_52_2213","c_1_52_2213","Acinar.1"
"c_1_52_2281","c_1_52_2281","Acinar.1"
"c_1_52_2590","c_1_52_2590","Acinar.1"
"c_1_53_1391","c_1_53_1391","Ductal"
"c_1_53_58","c_1_53_58","Acinar.1"
"c_1_53_602","c_1_53_602","Acinar.1"
"c_1_53_632","c_1_53_632","Acinar.1"
"c_1_54_1001","c_1_54_1001","Acinar.1"
"c_1_54_2166","c_1_54_2166","Ductal"
"c_1_54_587","c_1_54_587","Acinar.2"
"c_1_55_2129","c_1_55_2129","Acinar.1"
"c_1_55_2403","c_1_55_2403","Acinar.1"
"c_1_55_2684","c_1_55_2684","Acinar.1"
"c_1_55_363","c_1_55_363","Acinar.1"
"c_1_56_2633","c_1_56_2633","Beta cells"
"c_1_57_1258","c_1_57_1258","Ductal"
"c_1_57_2334","c_1_57_2334","Acinar.1"
"c_1_58_1003","c_1_58_1003","Ductal"
"c_1_58_1063","c_1_58_1063","Acinar.2"
"c_1_58_993","c_1_58_993","Acinar.1"
"c_1_59_2744","c_1_59_2744","Acinar.2"
"c_1_59_924","c_1_59_924","Ductal"
"c_1_60_1003","c_1_60_1003","Acinar.1"
"c_1_60_764","c_1_60_764","Acinar.1"
"c_1_61_1118","c_1_61_1118","Acinar.1"
"c_1_61_1129","c_1_61_1129","Acinar.1"
"c_1_61_157","c_1_61_157","Acinar.1"
"c_1_61_1947","c_1_61_1947","Ductal"
"c_1_61_401","c_1_61_401","Acinar.1"
"c_1_61_628","c_1_61_628","Acinar.1"
"c_1_61_980","c_1_61_980","Acinar.1"
"c_1_62_228","c_1_62_228","Quiescent stellate"
"c_1_62_442","c_1_62_442","Ductal"
"c_1_63_2099","c_1_63_2099","Acinar.1"
"c_1_63_2114","c_1_63_2114","Ductal"
"c_1_63_2475","c_1_63_2475","Acinar.1"
"c_1_63_612","c_1_63_612","Alpha cells"
"c_1_63_897","c_1_63_897","Ductal"
"c_1_63_940","c_1_63_940","Beta cells"
"c_1_65_1683","c_1_65_1683","Acinar.1"
"c_1_65_2364","c_1_65_2364","Acinar.1"
"c_1_65_2370","c_1_65_2370","Acinar.1"
"c_1_66_716","c_1_66_716","Acinar.1"
"c_1_67_1957","c_1_67_1957","Acinar.1"
"c_1_67_2030","c_1_67_2030","Acinar.2"
"c_1_51_1594","c_1_51_1594","Acinar.1"
"c_1_51_1699","c_1_51_1699","Acinar.1"
"c_1_51_2457","c_1_51_2457","Acinar.1"
"c_1_51_2564","c_1_51_2564","Acinar.1"
"c_1_51_419","c_1_51_419","Acinar.2"
"c_1_51_795","c_1_51_795","Acinar.2"
"c_1_51_984","c_1_51_984","Acinar.2"
"c_1_52_1419","c_1_52_1419","Quiescent stellate"
"c_1_52_1427","c_1_52_1427","Acinar.1"
"c_1_52_152","c_1_52_152","Quiescent stellate"
"c_1_52_1590","c_1_52_1590","Ductal"
"c_1_52_2805","c_1_52_2805","Acinar.1"
"c_1_52_282","c_1_52_282","Active stellate"
"c_1_53_1500","c_1_53_1500","Acinar.1"
"c_1_53_203","c_1_53_203","Acinar.1"
"c_1_53_2261","c_1_53_2261","Acinar.1"
"c_1_53_2343","c_1_53_2343","Acinar.1"
"c_1_53_288","c_1_53_288","Alpha cells"
"c_1_53_327","c_1_53_327","Acinar.1"
"c_1_53_562","c_1_53_562","Acinar.1"
"c_1_53_828","c_1_53_828","Acinar.1"
"c_1_53_845","c_1_53_845","Acinar.1"
"c_1_54_237","c_1_54_237","Acinar.1"
"c_1_55_2296","c_1_55_2296","Acinar.2"
"c_1_55_443","c_1_55_443","Acinar.1"
"c_1_55_931","c_1_55_931","Ductal"
"c_1_56_101","c_1_56_101","Quiescent stellate"
"c_1_57_1786","c_1_57_1786","Acinar.1"
"c_1_57_2166","c_1_57_2166","Acinar.1"
"c_1_57_2299","c_1_57_2299","Macrophage"
"c_1_57_2677","c_1_57_2677","Quiescent stellate"
"c_1_57_2704","c_1_57_2704","Acinar.1"
"c_1_57_429","c_1_57_429","Acinar.1"
"c_1_57_481","c_1_57_481","Acinar.1"
"c_1_57_528","c_1_57_528","Macrophage"
"c_1_58_1429","c_1_58_1429","Acinar.1"
"c_1_58_182","c_1_58_182","Acinar.1"
"c_1_58_2500","c_1_58_2500","Acinar.1"
"c_1_58_2606","c_1_58_2606","Acinar.1"
"c_1_58_2625","c_1_58_2625","Acinar.1"
"c_1_58_613","c_1_58_613","Acinar.1"
"c_1_59_1248","c_1_59_1248","Acinar.1"
"c_1_59_1290","c_1_59_1290","Ductal"
"c_1_59_1352","c_1_59_1352","Ductal"
"c_1_59_157","c_1_59_157","Acinar.1"
"c_1_59_1853","c_1_59_1853","Acinar.2"
"c_1_59_1893","c_1_59_1893","Acinar.2"
"c_1_59_413","c_1_59_413","Acinar.1"
"c_1_59_738","c_1_59_738","Acinar.1"
"c_1_60_806","c_1_60_806","Acinar.1"
"c_1_60_901","c_1_60_901","Acinar.1"
"c_1_61_101","c_1_61_101","Delta cells"
"c_1_61_1362","c_1_61_1362","Acinar.1"
"c_1_61_1408","c_1_61_1408","Acinar.1"
"c_1_61_1562","c_1_61_1562","Quiescent stellate"
"c_1_61_1780","c_1_61_1780","Acinar.1"
"c_1_61_2097","c_1_61_2097","Acinar.1"
"c_1_62_1698","c_1_62_1698","Acinar.1"
"c_1_62_359","c_1_62_359","Acinar.1"
"c_1_62_836","c_1_62_836","Ductal"
"c_1_63_1886","c_1_63_1886","Acinar.1"
"c_1_63_1955","c_1_63_1955","Ductal"
"c_1_63_210","c_1_63_210","Acinar.2"
"c_1_63_2444","c_1_63_2444","Acinar.1"
"c_1_63_515","c_1_63_515","Beta cells"
"c_1_63_728","c_1_63_728","Acinar.1"
"c_1_63_764","c_1_63_764","Quiescent stellate"
"c_1_64_1029","c_1_64_1029","Acinar.2"
"c_1_64_1129","c_1_64_1129","Acinar.2"
"c_1_64_1298","c_1_64_1298","Acinar.2"
"c_1_64_1522","c_1_64_1522","Acinar.1"
"c_1_64_2581","c_1_64_2581","Quiescent stellate"
"c_1_64_259","c_1_64_259","Acinar.1"
"c_1_64_2855","c_1_64_2855","Acinar.1"
"c_1_65_110","c_1_65_110","Acinar.1"
"c_1_65_2265","c_1_65_2265","Acinar.1"
"c_1_65_2365","c_1_65_2365","Ductal"
"c_1_65_2397","c_1_65_2397","Quiescent stellate"
"c_1_65_346","c_1_65_346","Acinar.1"
"c_1_65_925","c_1_65_925","Quiescent stellate"
"c_1_66_1165","c_1_66_1165","Acinar.1"
"c_1_66_1222","c_1_66_1222","Ductal"
"c_1_66_1782","c_1_66_1782","Delta cells"
"c_1_66_2286","c_1_66_2286","Acinar.1"
"c_1_67_1142","c_1_67_1142","Quiescent stellate"
"c_1_67_1536","c_1_67_1536","Acinar.1"
"c_1_67_1950","c_1_67_1950","Acinar.1"
"c_1_67_2001","c_1_67_2001","Acinar.2"
"c_1_67_2382","c_1_67_2382","Ductal"
"c_1_68_1602","c_1_68_1602","Acinar.1"
"c_1_68_774","c_1_68_774","Acinar.1"
"c_1_51_143","c_1_51_143","Acinar.1"
"c_1_51_1889","c_1_51_1889","Acinar.1"
"c_1_51_2270","c_1_51_2270","Acinar.1"
"c_1_51_71","c_1_51_71","Acinar.1"
"c_1_52_1665","c_1_52_1665","Acinar.1"
"c_1_52_2374","c_1_52_2374","Acinar.1"
"c_1_52_2426","c_1_52_2426","Acinar.1"
"c_1_52_2684","c_1_52_2684","Acinar.1"
"c_1_52_2734","c_1_52_2734","Acinar.2"
"c_1_52_2763","c_1_52_2763","Quiescent stellate"
"c_1_52_715","c_1_52_715","Acinar.2"
"c_1_53_1107","c_1_53_1107","Acinar.1"
"c_1_53_1159","c_1_53_1159","Macrophage"
"c_1_53_1351","c_1_53_1351","Acinar.1"
"c_1_53_2141","c_1_53_2141","Acinar.1"
"c_1_53_2501","c_1_53_2501","Beta cells"
"c_1_53_626","c_1_53_626","Acinar.1"
"c_1_54_1022","c_1_54_1022","Ductal"
"c_1_54_645","c_1_54_645","Ductal"
"c_1_55_1766","c_1_55_1766","Acinar.1"
"c_1_55_867","c_1_55_867","Acinar.1"
"c_1_56_1259","c_1_56_1259","Acinar.1"
"c_1_56_1722","c_1_56_1722","Acinar.2"
"c_1_56_2591","c_1_56_2591","Ductal"
"c_1_56_2605","c_1_56_2605","Acinar.1"
"c_1_56_2776","c_1_56_2776","Acinar.1"
"c_1_56_41","c_1_56_41","Acinar.1"
"c_1_56_462","c_1_56_462","Acinar.1"
"c_1_57_1236","c_1_57_1236","Acinar.1"
"c_1_57_214","c_1_57_214","Acinar.1"
"c_1_57_2599","c_1_57_2599","Acinar.1"
"c_1_57_264","c_1_57_264","Acinar.1"
"c_1_57_999","c_1_57_999","Acinar.1"
"c_1_58_1885","c_1_58_1885","Acinar.1"
"c_1_58_1975","c_1_58_1975","Acinar.1"
"c_1_58_616","c_1_58_616","Acinar.1"
"c_1_58_701","c_1_58_701","Acinar.1"
"c_1_59_1631","c_1_59_1631","Ductal"
"c_1_59_578","c_1_59_578","Acinar.1"
"c_1_60_1213","c_1_60_1213","Ductal"
"c_1_60_2236","c_1_60_2236","Acinar.1"
"c_1_60_439","c_1_60_439","Ductal"
"c_1_60_858","c_1_60_858","Acinar.1"
"c_1_61_43","c_1_61_43","Beta cells"
"c_1_62_2142","c_1_62_2142","Ductal"
"c_1_63_1094","c_1_63_1094","Acinar.2"
"c_1_63_1887","c_1_63_1887","Ductal"
"c_1_63_2129","c_1_63_2129","Acinar.1"
"c_1_63_712","c_1_63_712","Acinar.2"
"c_1_64_1200","c_1_64_1200","Quiescent stellate"
"c_1_64_1654","c_1_64_1654","Acinar.1"
"c_1_64_1870","c_1_64_1870","Acinar.2"
"c_1_65_1677","c_1_65_1677","Acinar.1"
"c_1_65_2432","c_1_65_2432","Acinar.1"
"c_1_65_615","c_1_65_615","Ductal"
"c_1_66_2334","c_1_66_2334","Acinar.1"
"c_1_66_2477","c_1_66_2477","Acinar.1"
"c_1_66_818","c_1_66_818","Ductal"
"c_1_67_1007","c_1_67_1007","Acinar.1"
"c_1_67_2316","c_1_67_2316","Ductal"
"c_1_67_55","c_1_67_55","Acinar.1"
"c_1_67_67","c_1_67_67","Acinar.1"
"c_1_67_759","c_1_67_759","Acinar.2"
"c_1_68_1521","c_1_68_1521","Acinar.1"
"c_1_68_2019","c_1_68_2019","Acinar.1"
"c_1_68_2048","c_1_68_2048","Acinar.1"
"c_1_68_2082","c_1_68_2082","Ductal"
"c_1_68_834","c_1_68_834","Acinar.1"
"c_1_51_1474","c_1_51_1474","Macrophage"
"c_1_51_1655","c_1_51_1655","Acinar.1"
"c_1_51_2445","c_1_51_2445","Quiescent stellate"
"c_1_51_676","c_1_51_676","Acinar.2"
"c_1_52_1709","c_1_52_1709","Acinar.2"
"c_1_52_1950","c_1_52_1950","Acinar.1"
"c_1_52_2413","c_1_52_2413","Macrophage"
"c_1_52_337","c_1_52_337","Acinar.2"
"c_1_52_51","c_1_52_51","Acinar.1"
"c_1_52_716","c_1_52_716","Acinar.1"
"c_1_52_911","c_1_52_911","Acinar.2"
"c_1_53_2512","c_1_53_2512","Acinar.1"
"c_1_53_2528","c_1_53_2528","Ductal"
"c_1_53_2808","c_1_53_2808","Ductal"
"c_1_53_2842","c_1_53_2842","Acinar.1"
"c_1_53_347","c_1_53_347","Acinar.1"
"c_1_53_35","c_1_53_35","Acinar.1"
"c_1_53_51","c_1_53_51","Acinar.1"
"c_1_53_769","c_1_53_769","Acinar.1"
"c_1_54_1766","c_1_54_1766","Acinar.1"
"c_1_54_1775","c_1_54_1775","Acinar.1"
"c_1_54_2037","c_1_54_2037","Macrophage"
"c_1_54_2527","c_1_54_2527","Acinar.1"
"c_1_54_810","c_1_54_810","Ductal"
"c_1_55_1227","c_1_55_1227","Acinar.1"
"c_1_55_1919","c_1_55_1919","Acinar.1"
"c_1_55_2153","c_1_55_2153","Acinar.1"
"c_1_55_2197","c_1_55_2197","Acinar.1"
"c_1_55_2382","c_1_55_2382","Acinar.1"
"c_1_55_2428","c_1_55_2428","Acinar.1"
"c_1_55_2757","c_1_55_2757","Acinar.1"
"c_1_56_145","c_1_56_145","Acinar.1"
"c_1_56_1762","c_1_56_1762","Quiescent stellate"
"c_1_56_2488","c_1_56_2488","Acinar.1"
"c_1_56_2501","c_1_56_2501","Beta cells"
"c_1_56_292","c_1_56_292","Ductal"
"c_1_56_603","c_1_56_603","Acinar.1"
"c_1_57_1036","c_1_57_1036","Acinar.1"
"c_1_57_1332","c_1_57_1332","Acinar.1"
"c_1_57_1355","c_1_57_1355","Acinar.1"
"c_1_57_1467","c_1_57_1467","Ductal"
"c_1_57_1794","c_1_57_1794","Acinar.1"
"c_1_57_492","c_1_57_492","Ductal"
"c_1_58_1020","c_1_58_1020","Acinar.1"
"c_1_58_1146","c_1_58_1146","Ductal"
"c_1_58_1245","c_1_58_1245","Acinar.1"
"c_1_58_1748","c_1_58_1748","Acinar.1"
"c_1_58_1894","c_1_58_1894","Acinar.1"
"c_1_58_2028","c_1_58_2028","Acinar.1"
"c_1_58_2393","c_1_58_2393","Acinar.1"
"c_1_58_2473","c_1_58_2473","Quiescent stellate"
"c_1_58_323","c_1_58_323","Acinar.1"
"c_1_58_4","c_1_58_4","Acinar.1"
"c_1_59_1055","c_1_59_1055","Acinar.1"
"c_1_59_1530","c_1_59_1530","Acinar.1"
"c_1_59_2203","c_1_59_2203","Ductal"
"c_1_59_2509","c_1_59_2509","Acinar.2"
"c_1_59_67","c_1_59_67","Acinar.1"
"c_1_60_1787","c_1_60_1787","Acinar.1"
"c_1_60_2309","c_1_60_2309","Ductal"
"c_1_60_605","c_1_60_605","Acinar.1"
"c_1_60_669","c_1_60_669","Acinar.1"
"c_1_60_710","c_1_60_710","Acinar.1"
"c_1_60_745","c_1_60_745","Acinar.1"
"c_1_61_102","c_1_61_102","Acinar.1"
"c_1_61_1214","c_1_61_1214","Quiescent stellate"
"c_1_61_1441","c_1_61_1441","Acinar.1"
"c_1_61_1476","c_1_61_1476","Acinar.1"
"c_1_61_2476","c_1_61_2476","Acinar.1"
"c_1_61_392","c_1_61_392","Acinar.1"
"c_1_61_443","c_1_61_443","Acinar.1"
"c_1_61_802","c_1_61_802","Acinar.1"
"c_1_62_1703","c_1_62_1703","Acinar.1"
"c_1_63_11","c_1_63_11","Acinar.1"
"c_1_63_201","c_1_63_201","Acinar.1"
"c_1_63_2074","c_1_63_2074","Ductal"
"c_1_63_486","c_1_63_486","Acinar.1"
"c_1_64_1117","c_1_64_1117","Acinar.1"
"c_1_64_1768","c_1_64_1768","Acinar.1"
"c_1_64_2418","c_1_64_2418","Acinar.1"
"c_1_65_1418","c_1_65_1418","Acinar.1"
"c_1_65_1430","c_1_65_1430","Acinar.1"
"c_1_65_1707","c_1_65_1707","Acinar.1"
"c_1_65_2444","c_1_65_2444","Acinar.2"
"c_1_65_320","c_1_65_320","Acinar.1"
"c_1_65_616","c_1_65_616","Acinar.1"
"c_1_65_937","c_1_65_937","Acinar.1"
"c_1_66_1320","c_1_66_1320","Beta cells"
"c_1_66_2502","c_1_66_2502","Acinar.1"
"c_1_67_1213","c_1_67_1213","Acinar.1"
"c_1_67_1465","c_1_67_1465","Ductal"
"c_1_67_1752","c_1_67_1752","Acinar.2"
"c_1_68_1097","c_1_68_1097","Acinar.1"
"c_1_68_1300","c_1_68_1300","Acinar.1"
"c_1_68_2020","c_1_68_2020","Acinar.1"
"c_1_68_330","c_1_68_330","Beta cells"
"c_1_68_493","c_1_68_493","Acinar.1"
"c_1_68_647","c_1_68_647","Ductal"
"c_1_68_889","c_1_68_889","Quiescent stellate"
"c_1_51_1153","c_1_51_1153","Acinar.1"
"c_1_51_2614","c_1_51_2614","Acinar.1"
"c_1_52_1019","c_1_52_1019","Acinar.1"
"c_1_52_1062","c_1_52_1062","Ductal"
"c_1_52_1098","c_1_52_1098","Ductal"
"c_1_52_1725","c_1_52_1725","Ductal"
"c_1_52_857","c_1_52_857","Acinar.1"
"c_1_54_2296","c_1_54_2296","Ductal"
"c_1_55_1576","c_1_55_1576","Ductal"
"c_1_55_2201","c_1_55_2201","Acinar.1"
"c_1_55_2517","c_1_55_2517","Acinar.1"
"c_1_55_2570","c_1_55_2570","Acinar.1"
"c_1_55_768","c_1_55_768","Acinar.1"
"c_1_56_2047","c_1_56_2047","Quiescent stellate"
"c_1_57_2145","c_1_57_2145","Acinar.1"
"c_1_57_313","c_1_57_313","Acinar.1"
"c_1_58_172","c_1_58_172","Acinar.1"
"c_1_58_2369","c_1_58_2369","Macrophage"
"c_1_58_957","c_1_58_957","Acinar.1"
"c_1_59_1020","c_1_59_1020","Ductal"
"c_1_59_946","c_1_59_946","Quiescent stellate"
"c_1_60_1459","c_1_60_1459","Ductal"
"c_1_60_1927","c_1_60_1927","Acinar.1"
"c_1_60_461","c_1_60_461","Acinar.1"
"c_1_61_1340","c_1_61_1340","Ductal"
"c_1_61_1381","c_1_61_1381","Acinar.1"
"c_1_61_2220","c_1_61_2220","Beta cells"
"c_1_62_1583","c_1_62_1583","Quiescent stellate"
"c_1_63_1080","c_1_63_1080","Acinar.1"
"c_1_63_1134","c_1_63_1134","Beta cells"
"c_1_63_543","c_1_63_543","Acinar.1"
"c_1_64_1401","c_1_64_1401","Acinar.2"
"c_1_64_2171","c_1_64_2171","Acinar.1"
"c_1_64_431","c_1_64_431","Quiescent stellate"
"c_1_64_920","c_1_64_920","Acinar.2"
"c_1_65_1099","c_1_65_1099","Acinar.1"
"c_1_65_2205","c_1_65_2205","Ductal"
"c_1_65_2459","c_1_65_2459","Acinar.1"
"c_1_65_471","c_1_65_471","Acinar.1"
"c_1_66_1490","c_1_66_1490","Beta cells"
"c_1_66_48","c_1_66_48","Acinar.1"
"c_1_66_996","c_1_66_996","Acinar.1"
"c_1_68_1280","c_1_68_1280","Ductal"
"c_1_68_2030","c_1_68_2030","Acinar.1"
"c_1_68_2375","c_1_68_2375","Acinar.1"
"c_1_68_484","c_1_68_484","Acinar.1"
"c_1_51_2153","c_1_51_2153","Acinar.1"
"c_1_51_217","c_1_51_217","Acinar.1"
"c_1_51_771","c_1_51_771","Acinar.1"
"c_1_52_126","c_1_52_126","Acinar.1"
"c_1_53_2484","c_1_53_2484","Beta cells"
"c_1_53_792","c_1_53_792","Acinar.1"
"c_1_54_1305","c_1_54_1305","Acinar.1"
"c_1_54_1353","c_1_54_1353","Acinar.1"
"c_1_54_206","c_1_54_206","Acinar.1"
"c_1_55_1033","c_1_55_1033","Acinar.1"
"c_1_55_1987","c_1_55_1987","Acinar.1"
"c_1_57_2500","c_1_57_2500","Quiescent stellate"
"c_1_57_460","c_1_57_460","Acinar.1"
"c_1_57_675","c_1_57_675","Acinar.1"
"c_1_57_857","c_1_57_857","Ductal"
"c_1_58_940","c_1_58_940","Acinar.1"
"c_1_59_1670","c_1_59_1670","Acinar.2"
"c_1_59_2376","c_1_59_2376","Acinar.1"
"c_1_59_400","c_1_59_400","Acinar.1"
"c_1_59_522","c_1_59_522","Acinar.1"
"c_1_60_2413","c_1_60_2413","Acinar.1"
"c_1_61_1314","c_1_61_1314","Ductal"
"c_1_62_53","c_1_62_53","Acinar.1"
"c_1_63_2320","c_1_63_2320","Acinar.1"
"c_1_64_1769","c_1_64_1769","Acinar.1"
"c_1_64_2680","c_1_64_2680","Quiescent stellate"
"c_1_64_511","c_1_64_511","Acinar.1"
"c_1_64_735","c_1_64_735","Acinar.1"
"c_1_65_1843","c_1_65_1843","Acinar.1"
"c_1_65_2411","c_1_65_2411","Ductal"
"c_1_65_290","c_1_65_290","Acinar.1"
"c_1_65_957","c_1_65_957","Acinar.1"
"c_1_66_1204","c_1_66_1204","Ductal"
"c_1_66_1381","c_1_66_1381","Acinar.1"
"c_1_66_340","c_1_66_340","Acinar.1"
"c_1_66_91","c_1_66_91","Ductal"
"c_1_67_1437","c_1_67_1437","Acinar.1"
"c_1_67_655","c_1_67_655","Acinar.1"
"c_1_68_1707","c_1_68_1707","Acinar.1"
"c_1_51_118","c_1_51_118","Acinar.1"
"c_1_51_149","c_1_51_149","Acinar.2"
"c_1_51_1583","c_1_51_1583","Acinar.1"
"c_1_51_1721","c_1_51_1721","Acinar.1"
